dasid;StandardTitle;Citation;AccessConstraint;AccConNotes
6109;Offshore and Nearshore Oceanic Water Quality Data in St. Eustatius from 2016 to 2017;"Stapel, J.; Caribbean Netherlands Science Institute (NIOZ); (2018) Offshore and Nearshore Oceanic Water Quality Data in St. Eustatius from 2016 to 2017";The data can be made available upon request, please use contact information.;NULL
6110;St. Eustatius GCRMN-Caribbean Dataset 2015-2018;"Kitson-Walters, K.; Caribbean Netherlands Science Institute (NIOZ); (2018) St. Eustatius GCRMN-Caribbean Dataset 2015-2018";The data can be made available upon request, please use contact information.;NULL
6111;Data on Red-billed Tropicbird Breeding Success in St. Eustatius;"Madden H.; Caribbean Netherlands Science Institute (NIOZ); (2018) Data on Red-billed Tropicbird Breeding Success in St. Eustatius";The data can be made available upon request, please use contact information.;NULL
6112;Relative Rat Abundance and Impact of Rat Control in St. Eustatius;"Madden H.; Caribbean Netherlands Science Institute (NIOZ); (2018) Relative Rat Abundance and Impact of Rat Control in St. Eustatius";The data can be made available upon request, please use contact information.;NULL
6113;Metals and metalloids in sediments collected in the estuary of the Nerbioi-Ibaizabal river (Bilbao, Basque Country), from 2005 onwards;"de Diego, A.; Plentzia Marine Station (UPV/EHU); (2018) Metals and metalloids in sediments collected in the estuary of the Nerbioi-Ibaizabal river (Bilbao, Basque Country), from 2005 onwards";The data can be made available upon request, please use contact information.;NULL
6114;PAHs, PCBs, emerging pollutants in sediments and oysters of Nerbioi, Urdaibai and Plentzia estuaries, in 2006;"Etxeberria, N.; Plentzia Marine Station (UPV/EHU); (2018) PAHs, PCBs, emerging pollutants in sediments and oysters of Nerbioi, Urdaibai and Plentzia estuaries,  in 2006";The data can be made available upon request, please use contact information.;NULL
6115;Biomarkers on marine molluscs from the Basque coast and estuaries since 1991;"Marigomez, I.; Plentzia Marine Station (UPV/EHU); (2018) Biomarkers on marine molluscs from the Basque coast and estuaries since 1991";The data can be made available upon request, please use contact information.;NULL
6116;Mussel watch: effects of Prestige oil Spill, from 2003-2006;"Marigomez, I.; Plentzia Marine Station (UPV/EHU); (2018) Mussel watch: effects of Prestige oil Spill, from 2003-2006";The data can be made available upon request, please use contact information.;NULL
6117;Biscay Bay Environmental Biospecimen Bank, scanned histology;"Lekube, X.; Plentzia Marine Station (UPV/EHU); (2018) Biscay Bay Environmental Biospecimen Bank, scanned histology";The data can be made available upon request, please use contact information.;NULL
6118;Long-term measurements of water quality and phytoplankton abundances in the estuaries and coast of the Basque Country, from 2000 onwards;"Seoane, S.; Plentzia Marine Station (UPV/EHU); (2018) Long-term measurements of water quality and phytoplankton abundances in the estuaries and coast of the Basque Country, from 2000 onwards";The data can be made available upon request, please use contact information.;NULL
6119;Inventories of the benthic fauna on Swedish west coast, from 1920 to 2010;Kennet Lundin, Matthias Obst (2018). Inventories of the benthic fauna on Swedish West coast. Swedish National Data Service. Version 1.0.;The data can be made available upon request, please use contact information.;NULL
6122;Global tide variables;Matthias Obst. University of Gothenburg, Department of Marine Sciences (2017). Global tide variables. Swedish National Data Service. Version 1.0.;Unrestricted;NULL
6123;Deep Sea Benthic Biodiversity, since 1973;" Scottish Association for Marine Science; (2018) Deep Sea Benthic Biodiversity, since 1973";The data can be made available upon request, please use contact information.;NULL
6124;Shelf Sea Biochemistry Project Oceanographic data set, from 2014 to 2015;"Scottish Association for Marine Science; (2018) Shelf Sea Biochemistry Project Oceanographic data set, from 2014 to 2015";The data can be made available upon request, please use contact information.;NULL
6125;2010 Defra MB0102 2D distribution of Caprella mutica in the United Kingdom and Isle of Man;"Scottish Association for Marine Science; (2018) 2010 Defra MB0102 2D distribution of Caprella mutica in the United Kingdom and Isle of Man";Unrestricted;NULL
6126;2011 Scottish Natural Heritage (SNH) Scotland Didemnun vexillum records;"Scottish Association for Marine Science; (2018) 2011 Scottish Natural Heritage (SNH) Scotland Didemnun vexillum records";The data can be made available upon request, please use contact information.;NULL
6127;Northern Seas Programme Data Set (2001-2007);"Scottish Association for Marine Science; (2018) Northern Seas Programme Data Set (2001-2007)";The data can be made available upon request, please use contact information.;NULL
6128;2014 Scottish Aquaculture Research Forum (SARF) Scotland Crassostrea gigas records;"Scottish Association for Marine Science; (2018) 2014 Scottish Aquaculture Research Forum (SARF) Scotland Crassostrea gigas records";Unknown;NULL
6129;Long-term measurements of meteorological parameters in Toralla Marine Station since 2013;"Station of marine Science of Toralla (Uvigo); (20218) Long-term measurements of oceano-meteorological data in Toralla Marine Station since 2013";The data can be made available upon request, please use contact information.;NULL
6130;CTD cruise data along the Portuguese coast (1994-2000);SANTOS, A.M.P., LEITÃO, M., ROSA, T., PISSARRA, J.,  PASTOR, J.,  PELIZ, A. (2018). Dados hidrológicos do ex-IPIMAR (CTD) - 1994 a 2000. Relat. Cient. Téc. IPMA, série digital (in preparation);The data can be made available upon request, please use contact information.;NULL
6131;Algarve ADCP network: Coastal Current Monitoring in the Algarve since 2008;"Garel, E.; Laiz, I.; Drago T.; Relvas P.; Centre of Marine Sciences. UALG-CCMAR: Portugal; (2019): Algarve ADCP network: Coastal Current Monitoring in the Algarve since 2008. http://www.assembleplus.eu/information-system?module=dataset&dasid=6131";Unrestricted after moratorium period;NULL
6132;Species diversity of pteropods in the Eastern Atlantic and polar regions (2010-2012);"Institute of Oceanography (UG); (2018) Species diversity of pteropods in the Eastern Atlantic and polar regions (2010-2012)";The data can be made available upon request, please use contact information.;NULL
6133;Spatial and seasonal variability of the molluscan macrofauna at the marine-lagoonal environmental gradient at Kalloni saltworks in 2014;Evagelopoulos A, Koutsoubas D, Gerovasileiou V, Katsiaras N (2016) Macrobenthic molluscs from a marine - lagoonal environmental transition in Lesvos Island (Greece). Biodiversity Data Journal 4: e9541.;The data can be made available upon approval of the data provider, please contact data@vliz.be.;NULL
6134;Macrobenthos monitoring in the Mar Piccolo of Taranto in June 2013 and April 2014;Tamara Cibic, Rocco Auriemma & Federica Nasi (2018): Macrobenthos monitoring in the Mar Piccolo of Taranto in June 2013 and April 2014. OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale), Division of Oceanography. Italy.;Attribution-NonCommercial (CC BY-NC);NULL
6136;Mesozooplankton in the South Adriatic Sea (MEDGES Experiment) in March 2013;De Olazabal A., & Civitarese G (2018): Mesozooplankton in the South Adriatic Sea (MEDGES Experiment) in March 2013. OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale), Division of Oceanography. Italy.;Attribution-NonCommercial (CC BY-NC);NULL
6137;Macrobenthos collected in the Po River Delta - North Adriatic Sea (RITMARE Project) in December 2014;Nasi F., Auriemma R., & Cibic T. (2018): Macrobenthos collected in the Po River Delta - North Adriatic Sea (RITMARE Project) in December 2014. OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale), Division of Oceanography. Italy.;Attribution-NonCommercial (CC BY-NC);NULL
6138;Macrobenthos monitoring in the Trieste harbour, North Adriatic Sea (Port Authority) in June 2013 and March 2015;R. Auriemma, F. Nasi, & Del Negro P. (2018): Macrobenthos monitoring in the Trieste harbour, North Adriatic Sea (Port Authority) in June 2013 and March 2015. OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale), Division of Oceanography. Italy.;Attribution-NonCommercial (CC BY-NC);NULL
6135;Acidification in Basque estuaries (2014-2017);"Fernández Cuadrado L.A.; Plentzia Marine Station (UPV/EHU); (2018) ESTUACID - Acidification in Basque estuaries (2014-2017)";The data can be made available upon request, please use contact information.;NULL
6139;Numerical reanalysis (15 km horizontal resolution) over the Iberian Peninsula 2010-2014, WRF and WRFDA (3DVAR);"Plentzia Marine Station (UPV/EHU); (2018) Numerical reanalysis (15 km horizontal resolution) over the Iberian Peninsula 2010-2014, WRF and WRFDA (3DVAR)";The data can be made available upon approval of the data provider, please contact data@vliz.be.;NULL
6140;Macroalgae, Decapoda, Amphipoda, Isopoda, Mollusca and Polychaeta assembleges in the Gulf of Naples and Salerno since the 70's;"Patti F.P., Lorenti M., Gambi M.C., Guglielmo R., Scipione M.B., Zupo V. & Buia M.C.; Stazione Zoologica Anton Dohrn; (2018) Macroalgae, Decapoda, Amphipoda, Isopoda, Mollusca and Polychaeta assembleges in the Gulf of Naples and Salerno since the 70's";The data can be made available upon request, please use contact information.;NULL
6141;Biodiversity of the Banco di Santa Croce, a marine protected area in the Gulf of Naples;"Zupo V. & Buia M.C.; Stazione Zoologica Anton Dohrn; (2018) Biodiversity of the Banco di Santa Croce, a marine protected area in the Gulf of Naples";The data can be made available upon request, please use contact information.;NULL
6142;Marine Benthos in transitional waters and rocky shores in northern Spain, from 2000 to 2006;"Bustamante, M.; Plentzia Marine Station (UPV/EHU); (2018) Marine Benthos in transitional waters and rocky shores in northern Spain, from 2000 to 2006";The data can be made available upon request, please use contact information.;NULL
6143;ABV - Common breeding birds in Flanders, Belgium;Vermeersch G, Anselin A, Herremans M, Brosens D (2021): ABV - Common breeding birds in Flanders, Belgium. v1.10. Research Institute for Nature and Forest (INBO). Dataset/Samplingevent.;CC 0 (No Rights Reserved);NULL
6144;Ad hoc checklist of alien species in Belgium;Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2020): Ad hoc checklist of alien species in Belgium. v1.7. Research Institute for Nature and Forest (INBO). Dataset/Checklist.;CC 0 (No Rights Reserved);NULL
6145;Checklist of non-native freshwater fishes in Flanders, Belgium;Verreycken H, Belpaire C, Adriaens T, Desmet P, Reyserhove L (2023). Checklist of non-native freshwater fishes in Flanders, Belgium. Version 1.5. Research Institute for Nature and Forest (INBO). Checklist dataset.;CC 0 (No Rights Reserved);NULL
6146;InboVeg - Amphibious vegetation of shallow lakes at Turnhout;Vanderhaeghe F, De Blust G, Brosens D (2017): InboVeg - Amphibious vegetation of shallow lakes at Turnhout. v1.8. Research Institute for Nature and Forest (INBO). Dataset/Samplingevent.;CC 0 (No Rights Reserved);NULL
6147;Inland water macroinvertebrate occurrences in Flanders, Belgium;Vannevel R, De Cooman W, Gabriels W, Lavens F, Mertens J, Vervaeke B, Brosens D (2022): Inland water macroinvertebrate occurrences in Flanders, Belgium. v1.15. Flanders Environment Agency (VMM). Dataset/Samplingevent.;Attribution (CC BY);NULL
6148;Invasive species - Fallopia japonica on river dikes along the river Zeeschelde, Rupel and Durme;Vandevoorde B, Devisscher S, Brosens D (2017): Invasive species - Fallopia japonica on river dikes along the river Zeeschelde, Rupel and Durme. v1.9. Research Institute for Nature and Forest (INBO). Dataset/Occurrence.;CC 0 (No Rights Reserved);NULL
6149;Inventory of alien macroinvertebrates in Flanders, Belgium;Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L (2018): Inventory of alien macroinvertebrates in Flanders, Belgium. v1.5. Ghent University. Dataset/Checklist.;CC 0 (No Rights Reserved);NULL
6150;RINSE - Pathways and vectors of biological invasions in Northwest Europe;Zieritz A, Gallardo B, Baker S J, Britton R, van Valkenburg J L, Verreycken H, Aldridge D, Desmet P, Reyserhove L (2021): RINSE - Pathways and vectors of biological invasions in Northwest Europe. v1.4. Research Institute for Nature and Forest (INBO). Dataset/Checklist. https://ipt.inbo.be/resource?r=rinse-pathways-checklist&v=1.4;CC 0 (No Rights Reserved);NULL
6151;RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands);Zieritz A, Gallardo B, Aldridge D, Desmet P, Reyserhove L (2018): RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands). v1.6. Research Institute for Nature and Forest (INBO). Dataset/Checklist.;CC 0 (No Rights Reserved);NULL
6152;Waarnemingen.be - Hemiptera occurrences in Flanders and the Brussels Capital Region, Belgium;Lock K, Chérot F, Libeer R, Claerebout S, Aukema B, Verhoeyen K, Uitterhaegen B, Gielen K, Vanreusel W, Herremans M, Desmet P, Swinnen K, all Hemiptera observers (2021): Waarnemingen.be - Hemiptera occurrences in Flanders and the Brussels Capital Region, Belgium. v1.5. Natuurpunt. Dataset/Occurrence.;CC 0 (No Rights Reserved);NULL
